"Iter.","Eval.","Best","ical.rescale","ikr.rescale","IKs.rescale","INa.rescale","INaL.rescale","Time m:s"
327,2624,8.99143783488181194e-07,9.99992207637834696e-01,9.99993989555410745e-01,9.99946268665726223e-01,1.00000470554374754e+00,9.99961755631262328e-01,63015.670862182975
328,2632,8.99143783488181194e-07,9.99992207637834696e-01,9.99993989555410745e-01,9.99946268665726223e-01,1.00000470554374754e+00,9.99961755631262328e-01,63163.78249184042
329,2640,8.99143783488181194e-07,9.99992207637834696e-01,9.99993989555410745e-01,9.99946268665726223e-01,1.00000470554374754e+00,9.99961755631262328e-01,63316.71967159957
330,2648,8.99143783488181194e-07,9.99992207637834696e-01,9.99993989555410745e-01,9.99946268665726223e-01,1.00000470554374754e+00,9.99961755631262328e-01,63463.83429035917
331,2656,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,63612.45398077741
332,2664,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,63765.8046547398
333,2672,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,63917.951523106545
334,2680,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64069.49387591705
335,2688,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64218.59315278754
336,2696,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64367.1558274813
337,2704,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64516.72298267856
338,2712,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64669.09470693022
339,2720,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64820.25539423153
340,2728,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,64972.499043058604
341,2736,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,65122.433292444795
342,2744,7.28675977140814253e-07,1.00000129711477359e+00,9.99992043515355422e-01,9.99947818962221402e-01,9.99996235381839016e-01,9.99948634559415961e-01,65274.596529420465
343,2752,6.74013431477008447e-07,1.00000140899547341e+00,9.99993943330551471e-01,9.99962840860532221e-01,9.99994933614433923e-01,9.99961598570201504e-01,65437.21904032305
344,2760,6.74013431477008447e-07,1.00000140899547341e+00,9.99993943330551471e-01,9.99962840860532221e-01,9.99994933614433923e-01,9.99961598570201504e-01,65589.62546741962
345,2768,6.74013431477008447e-07,1.00000140899547341e+00,9.99993943330551471e-01,9.99962840860532221e-01,9.99994933614433923e-01,9.99961598570201504e-01,65737.6289116256
346,2776,6.74013431477008447e-07,1.00000140899547341e+00,9.99993943330551471e-01,9.99962840860532221e-01,9.99994933614433923e-01,9.99961598570201504e-01,65891.17233804613
347,2784,6.74013431477008447e-07,1.00000140899547341e+00,9.99993943330551471e-01,9.99962840860532221e-01,9.99994933614433923e-01,9.99961598570201504e-01,66043.15540445223
348,2792,6.74013431477008447e-07,1.00000140899547341e+00,9.99993943330551471e-01,9.99962840860532221e-01,9.99994933614433923e-01,9.99961598570201504e-01,66191.9057581313
349,2800,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,66343.4840054512
350,2808,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,66490.2940886654
351,2816,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,66640.21671122313
352,2824,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,66791.95968513191
353,2832,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,66945.04697294906
354,2840,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,67094.79052870348
355,2848,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,67246.87423878908
356,2856,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,67400.0626964271
357,2864,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,67548.13508168608
358,2872,5.36438494045831835e-07,9.99994236989866336e-01,9.99998077446589861e-01,9.99967886013297780e-01,9.99998862018095180e-01,9.99982440681529083e-01,67695.34205945954
